TARGET,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_EMPLOYED,DAYS_BIRTH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CNT_FAM_MEMBERS
0,217710.02031809828,267685.9710836292,26416.686993749176,-4146,-17253,0.11794213684903898,0.8891344127402011,0.23706292847373733,2
0,231613.8514252389,135794.17756706267,15646.78469825126,-6191,-16430,0.6415030138798876,0.6649728041512909,0.8572569328961415,3
1,225846.66063503205,384733.71103269636,13088.989000361755,-4713,-7853,0.8401100363445436,0.7424588565899432,0.2523014157758626,1
0,174710.01024252104,391964.3536162624,31079.12400482083,-9048,-8078,0.7868815014136002,0.386946971406696,0.8274474750453352,1
0,111870.25363405904,434103.66046353884,22893.501722710876,-13224,-24540,0.009938322534245758,0.9381682568730177,0.6285627259621295,5
0,253266.64782453727,346809.9636118346,31283.343748930703,-10028,-9815,0.4522054662122007,0.7038999619217836,0.48258022044631144,3
0,201001.10075372245,124725.01297810103,19518.805193747547,-7954,-18498,0.11534672436855198,0.07169460411194406,0.9280729070195903,3
0,271068.60198677203,403551.024205377,24092.282579468796,-8501,-11472,0.1528251077777374,0.595216579879133,0.8093679301496617,1
0,263206.0439577785,299792.8379657488,22401.821241952024,-1665,-7272,0.7062877099808511,0.0946567147817291,0.12992507492256844,4
0,86259.03447623075,227589.38335149855,15007.109325007448,-11647,-15747,0.9565795295312901,0.5221190461138338,0.7055689571068683,5
0,85262.22340339175,255804.62442094318,18846.846729527926,-10323,-13767,0.6340974411832015,0.08848744462051306,0.7895019522067659,5
0,139556.74250075774,196461.42324144306,10525.573245613243,-12249,-17280,0.10237706080455944,0.6272410838712659,0.5411276242077894,1
0,115498.76733674656,433326.56682816433,23952.854589817947,-6440,-23655,0.24399659185515798,0.456365827341243,0.27606837825411534,2
1,260420.14207808807,87282.78996299693,26089.989970774877,-2924,-24342,0.3788743974239146,0.5530791452508418,0.23447297470321038,3
0,228104.7740790334,150977.10977903724,27921.28960084256,-1753,-18515,0.12535755117624459,0.6489505578252055,0.9741459706733938,5
0,287934.7195028248,250684.0672992458,25332.359145368046,-11584,-10210,0.8479681023750617,0.2503480674495254,0.43679346487922033,1
0,231718.94539287346,542062.62723585,18974.3189079758,-8554,-18854,0.19450518322077281,0.3195210943816108,0.5188250077167509,2
1,216691.9665498695,458142.08236392733,32415.76516061588,-3946,-17248,0.12955107723374504,0.4820680222553736,0.5981657322055345,1
0,295978.3824275336,53873.87951291617,27138.46790183636,-14313,-15438,0.7256846721533149,0.5663114627846912,0.10063140325753472,4
0,237578.18717880387,502702.0633128729,31108.37041325684,-4330,-19223,0.12683235126557124,0.9236462234156793,0.08129539558572896,3
0,205448.0770750175,502413.0325475526,31610.293635762806,-12985,-16182,0.41031944714851365,0.3519030754936048,0.1981369079674664,4
0,318436.2427144548,123898.75109660355,18995.202757544874,-14499,-14081,0.51550830475117,0.5917303060745712,0.06532906686264828,1
0,209214.47065222322,50000.0,23103.035655145897,-13304,-9680,0.08022929369489729,0.9225451901418042,0.8984722875703363,1
0,175652.75160656628,289166.75664791366,26196.521467979823,-1784,-11426,0.5557882040685287,0.7178266933413661,0.14802427076558144,3
1,132974.13929778803,468363.6613949733,10806.8656997246,-4787,-10282,0.4801640025499784,0.32834184607604233,0.22656917191609016,3
1,256242.0367236329,538689.2954700303,10984.214620969602,-3160,-15586,0.6684162787269551,0.41470614760263125,0.5373103594709027,1
0,298964.0433473975,169375.91034581244,9605.506832039384,-4649,-12425,0.21914592997366722,0.878784126921918,0.8962042259048245,2
1,195953.00788532558,562796.8656994448,19135.19929184088,-3059,-22308,0.3566291440633138,0.43768657635108665,0.04903121673361299,4
1,304633.2499023871,50000.0,17333.463526307216,-7552,-22342,0.6596553390599784,0.2520437388645502,0.21597445763582734,1
0,42398.797442273935,244792.40792560685,8514.634973638093,-2863,-8411,0.03559662224106386,0.5230705949240254,0.7173504154487823,5
0,195563.7300153668,237418.39961763792,21194.86582158942,-14152,-14127,0.11579494279367952,0.185998196986063,0.5191798119113347,1
0,196792.4070316451,472850.55373864545,19235.048666267263,-6262,-22969,0.28355183131508377,0.5820452179823066,0.5945183566149174,4
1,141840.45020741224,494745.369890967,29457.921360615943,-3674,-17659,0.106356373907188,0.9915016819259163,0.016953804972205333,4
0,390708.88303854986,443133.5483150093,36103.83263305966,-100,-7548,0.03951246900530825,0.9692798458644726,0.8668052329511315,1
1,194704.5893848991,97417.4926881158,23651.60272331386,-9614,-24621,0.9873824226476844,0.6137994606951616,0.5787407288239688,4
0,167381.53827164535,429392.8547698383,14426.955829070117,-12313,-17036,0.45575998218221436,0.886279479222161,0.8343678382242898,3
1,202076.9690746804,376356.2952890238,25173.79501877655,-4197,-9936,0.5336840050996222,0.8151527975296072,0.9637448770587791,2
1,39774.90091793364,50000.0,20074.423386563783,-13915,-7961,0.2549048963820515,0.9506689939243499,0.7321614942746106,1
0,139210.5659724068,50000.0,18078.997969748012,-3351,-18365,0.007687241920479426,0.8730961753589053,0.03101048776165105,1
0,278659.19755563233,455698.39350311644,13107.191030561506,-4438,-8537,0.7507241854081832,0.89983238055726,0.7115294658018593,3
1,149684.37160537802,272985.1048531133,16286.239686223944,-4635,-12112,0.7237529822282807,0.22954744907862168,0.5634706743560218,2
0,133689.98697597827,107222.68613176869,18577.67190980938,-10591,-17688,0.9725407428893965,0.15801872875272593,0.10353959370409849,5
0,304762.050921152,268774.2106936847,26432.771137323587,-13197,-10970,0.02110208240481093,0.04397181639786918,0.27042706296609387,3
1,307220.3520761463,354606.1621669804,24088.20464326293,-5877,-10600,0.13702073439064888,0.6593059046539728,0.16884095823517853,1
0,241359.23777289136,287572.33099986793,34604.609143427966,-9559,-20049,0.7121410487642788,0.9335057783742648,0.9248413883756463,5
0,163590.6132769066,67202.07703108704,25394.704590771777,-9125,-23385,0.33007363734255557,0.993849984323699,0.7952833258072542,2
0,180842.31479069413,582833.5355346166,23394.359396498883,-12185,-10945,0.0637731315104415,0.852342552645994,0.7008539005725697,4
0,135668.00307400327,450632.6953481838,17550.157076219406,-9998,-23511,0.3009581361836765,0.8310104759350805,0.7633206392465126,5
1,120418.15047770842,249693.3822489799,11700.296145226313,-2521,-10988,0.08771692549430254,0.5188827948669607,0.601246060872092,4
1,116446.6809353254,255735.80161465687,15440.852465174852,-1602,-18593,0.8376057556111397,0.45195813731150203,0.8552665877694912,3
0,150555.6474571834,353923.1092069764,14401.290697904582,-9766,-12347,0.8769331554045996,0.640316491854919,0.22860814847504807,1
0,117222.32074522041,130556.79063895025,2000.0,-12870,-14024,0.6368899219870745,0.022707479350470905,0.25050456832011425,2
1,74903.59051654808,348401.4654805453,11930.945739406627,-14492,-24309,0.38559725603737194,0.7943235837610552,0.5917496554833497,3
0,217552.21358031247,100390.13447088515,32817.67809092779,-12166,-24833,0.7687892457362625,0.657483673091611,0.8101353991030706,5
0,218767.64647147496,289419.8674732251,22948.801703671947,-14854,-13668,0.6315902633391394,0.17004903104780522,0.8357884556087218,1
0,336063.42067426536,124714.27502147117,16987.80915723923,-4983,-15727,0.7919819791941859,0.63569685717525,0.9762531306044371,1
0,146532.93053162377,132287.40265099282,23187.83857712017,-5360,-24215,0.510907354669856,0.5994694515126376,0.7622848745900411,2
1,223688.04716986165,546858.3920427314,4372.763794165005,-3261,-7439,0.9583449044906837,0.7879999482620333,0.23274295129571776,4
0,225017.00634198415,308883.8841426831,22256.781731699393,-10013,-20707,0.29003369448849536,0.8374775005566916,0.23065055011683222,5
0,179692.99510995735,331110.97281017515,30219.938105179866,-2517,-9548,0.6041849274502268,0.25341946054802833,0.4455887449542437,1
1,259546.68709997408,50000.0,19031.072423284957,-12456,-22899,0.8080526003107557,0.8144775957162116,0.6501507706156556,3
0,262018.33494805713,210449.73622184282,5824.083790011453,-11533,-20816,0.89387281888302,0.18209582761315168,0.5129920173382346,5
1,226192.8876158032,369181.8178056521,16688.475721786424,-1261,-15481,0.9467482898903576,0.3942127772862092,0.06747296425313198,5
0,179548.82359617634,329120.4398921257,30234.095959864957,-1769,-15495,0.39501097264563245,0.4926466880321938,0.4819008144046957,4
0,171397.5913156372,50000.0,22069.037255181353,-6019,-14133,0.6993427291707673,0.8049312687704088,0.8170986826756466,4
0,90579.68809623526,331070.68749856215,8653.51924165147,-5857,-21915,0.2901971219804035,0.9010808049375839,0.2403148124697746,2
1,135526.57771058468,354983.8205324534,38941.03343347096,-4491,-20245,0.6493793076144719,0.017216633181512897,0.6350326230174165,2
1,150239.39808786497,492564.299729805,9969.531870038936,-2652,-20262,0.18422630513903093,0.7372445000455273,0.26971952085993545,5
0,110082.25900564528,201715.3321592486,18056.603347094282,-11531,-17072,0.4214511847822776,0.8775211240526585,0.5556690147738046,4
0,235193.91733501313,50000.0,11700.911994782371,-13973,-8386,0.9202370756819165,0.9543053258456633,0.7009788921361855,1
0,295730.2295189608,150484.3872292267,11711.98388069119,-12225,-16677,0.8109063171498606,0.2678891913761755,0.20722225196805655,1
1,127355.005413668,135440.2441697164,16382.791074118748,-9647,-7040,0.49650614886397015,0.1729603869741807,0.7395471304108424,5
0,222675.31485957096,410506.3316669961,25089.201278768618,-11465,-20472,0.14684532604880252,0.4989448589463019,0.6765184892794367,1
1,117271.10883762318,50000.0,30324.251561756813,-7128,-20634,0.3985716003641311,0.901003308798955,0.3127599597010713,4
1,175606.22632486702,232746.5309891067,16910.654623740324,-12929,-23181,0.13867897858890088,0.3156135646435154,0.8949746940805734,2
1,144773.63366577792,513869.32103658817,11918.851566520605,-6346,-21183,0.06852763815231044,0.5050607041995936,0.7805141492063066,1
0,248151.65188851533,301081.8694250452,23829.114533278465,-4344,-19390,0.9065113834452002,0.9955549706669289,0.5211327832358867,1
0,145696.94609262573,434447.52242646355,24063.7086314335,-13514,-18091,0.49143147203901294,0.4560322823975592,0.08268459241635973,3
0,280932.83309653174,53730.24996733683,21923.0106844276,-10694,-12156,0.08938871285203387,0.6282505988068479,0.4406215183689992,5
1,180342.3381070241,59701.573019051604,22205.918503253863,-6921,-16975,0.7166685913948189,0.9955957049743739,0.32985052701173667,1
1,148031.70323241354,515586.36867678515,19099.468429250548,-14007,-12648,0.07418150111897304,0.3672585565173627,0.2624454099984308,4
1,99735.57901238695,315182.30486358795,20785.20683644705,-5018,-23394,0.3961654171436617,0.2729299926927933,0.6435735613091605,3
0,220256.36082362797,315491.1543313716,18546.790971011433,-3697,-7955,0.23029054281253647,0.28273954827816106,0.9217301550984739,4
0,271617.47217809444,132277.0757839505,28561.94981629698,-9577,-22342,0.16463028319821627,0.6170132857086831,0.14655426116946668,3
1,221865.70052294995,315117.2593425347,37827.676005647016,-14865,-24398,0.533549208005006,0.16270381322494476,0.741637243915247,1
1,379106.5333131539,128109.36474898556,21437.22521365754,-7489,-17354,0.7196896132600762,0.16452008300576682,0.6217148801976436,3
1,314382.99619763345,478030.56733584753,19947.422016229113,-1966,-13277,0.48718973477778826,0.2601333365103602,0.6670322578666731,5
1,175397.77882263876,709174.6064802257,22046.890925520544,-10612,-20763,0.8208024548924167,0.5409353893548859,0.845185565378266,5
0,174557.80529543446,372591.1580497994,14736.625592133667,-2261,-22066,0.9173869255386209,0.8441758137843636,0.3754538606753237,2
0,237575.73755882826,204758.04218076845,26119.826968838563,-1943,-9792,0.8071811045333833,0.5292707439663755,0.5795543556076959,5
0,132958.4655659452,50000.0,23529.411272649028,-10789,-10157,0.9564916551435139,0.7826414528334646,0.2768236082277892,1
1,293303.0645225989,50000.0,16636.238335658476,-6012,-11473,0.9290359714858777,0.9575570982874424,0.28421162260412125,3
1,228928.04174748668,533229.2746540704,27216.53455233983,-14368,-21028,0.8325168388012227,0.7400015156698494,0.5132824630769054,4
0,220516.71286868263,145621.22350933903,20151.9181467631,-6731,-15346,0.29263260060317264,0.6427885364961268,0.007300149849204796,4
1,254956.29342166532,244374.76774702317,12239.546892204997,-1808,-12589,0.17433206473368845,0.008194406798036957,0.24811529247660413,1
1,337826.3906695247,398298.89618687675,22812.83556338368,-835,-17213,0.7270113695398465,0.4484113645147707,0.15162877630236482,1
1,213676.42817500042,522343.46990426886,21895.94002719461,-12006,-21779,0.8455290342725789,0.26804948676203,0.11986792786356593,4
1,190956.77033028926,270061.9618254243,27683.345168884996,-5027,-10043,0.8231235186354973,0.5124227985787211,0.3846286824495704,5
0,320697.56986580626,239299.9695500948,26652.37560059879,-14010,-8109,0.6436224407080702,0.9510844668082569,0.10436180916421589,4
0,277404.03327929083,310743.15427660255,19126.189354969905,-10803,-22013,0.8298681647517767,0.3204474439461389,0.15428928154006438,5
1,174321.6127693022,205854.3275041174,16223.304508691755,-2472,-12345,0.7071661944152902,0.16078207600904082,0.6687156627149774,5
1,200414.91589272162,213927.11950605674,20013.950000462395,-5374,-9028,0.6653658613029171,0.8258961945700174,0.6513421237614814,5
0,215630.4732751039,361782.01763008104,22906.47103734925,-9120,-15258,0.04657649765756189,0.990582985862436,0.9450182299847637,4
0,228945.03556839863,327793.72767517297,23870.03502212039,-576,-24117,0.460474527941964,0.7800710218561072,0.9202732385733737,4
1,91472.01192487088,619740.7959837876,22411.297665088943,-3622,-12571,0.03384611358952805,0.1383919930779861,0.8739403475557881,4
1,76601.23137587518,365827.3224953144,19273.90445222585,-14647,-8379,0.09237004794976,0.550694852255461,0.6909543613911864,2
0,129008.7982398037,472671.8322140742,27974.53616018579,-13802,-20293,0.5410046531331042,0.40519025164616784,0.26658936189550975,3
1,122820.92455909261,139307.22349153034,14605.584847253787,-5602,-22502,0.047479033894226585,0.6334327418939202,0.1781577409099543,2
0,148494.0788821998,378773.5935045407,39835.227617238575,-1849,-20455,0.913220382715675,0.6686120478323164,0.9494178212968695,3
0,250776.85136720035,191552.79800984112,26104.563041230074,-12648,-10383,0.45034095716647804,0.8070902089431538,0.9596289899897004,3
1,186485.66749402092,359317.9894944837,10980.116774639917,-6926,-14971,0.699966649714549,0.24008651694695982,0.5044345317099196,1
0,215711.56840081507,403277.18971722614,21481.834647491323,-2754,-24676,0.1477951824630428,0.9646785315545563,0.5484136781485891,1
1,102055.72719661907,307480.32660022104,26181.46814425705,-2065,-14422,0.8475952501049618,0.21468911918780087,0.005372879790123686,5
0,163068.6237663244,661098.8582212189,17205.047155842323,-5390,-10329,0.47806691633272647,0.12409801164216705,0.14858559632353818,3
1,246980.61293958724,514196.9653662679,8038.847619386346,-2,-21666,0.558775919612863,0.8288712438275586,0.5459942985038032,1
0,247596.19665414415,476586.7999243645,11687.488467208837,-946,-14487,0.6484841798642035,0.46324917646199626,0.18179311554388344,2
1,142034.09374496737,414642.92885550205,24336.743554764413,-2490,-20881,0.5398982528768816,0.49023027070004,0.47872934188874816,5
0,212932.9909103643,564504.1226595066,5963.068219453027,-4957,-24658,0.5631871222548452,0.3187354636635651,0.7949158034236461,4
1,375907.82827858656,84454.60537961763,8405.243425231822,-219,-17789,0.7445233289559613,0.04641323196184621,0.8007779616779764,5
0,198592.16565954895,505542.4676985864,24294.677975471408,-14742,-11065,0.8064713707971911,0.1936010842964322,0.8616583120952008,4
0,144545.04430860438,151313.35320007158,18219.606265225364,-13659,-12959,0.3061660634185376,0.7616343127658677,0.2357120744815414,4
0,186099.00885102717,215349.13213999057,14433.756883161625,-7345,-23172,0.9220492950491082,0.22440631073054773,0.43189727887590834,2
1,207374.16860214664,384208.8666092502,16042.142821419733,-4935,-21654,0.3538966790957533,0.9926659170696396,0.6268454192352685,5
0,187906.52954475605,484983.02482660854,8233.489497245444,-1445,-15282,0.2723256061978411,0.786226770056089,0.5810860720353226,4
1,197491.62394587987,126963.5052477057,23875.62744363956,-4824,-19227,0.31143042212635785,0.8485901476583518,0.9990731809890628,2
1,84524.25624505283,223118.26834834035,13547.651559860436,-11516,-19024,0.3585151573878289,0.8732806900893807,0.27628141620812763,2
1,122989.5619931239,314629.8108751966,15713.982523329032,-1371,-17152,0.31693060580959864,0.7189044712030991,0.07133945040814027,4
1,188053.1810342802,272045.0992956429,22774.281092697423,-13757,-11335,0.8437501768847955,0.4661828037881982,0.3878620112823603,2
0,186778.56239820507,428104.80918527814,17946.97971636627,-13576,-14637,0.5611526805179822,0.9170123291909592,0.5180135774814324,4
1,154704.85801119995,815389.142397678,14362.773522925312,-4202,-9643,0.9676453819373543,0.4265267751448275,0.3872392180356985,3
1,185838.91311388504,362898.10627888195,4084.492602208571,-550,-23161,0.08395557537572662,0.09581907899260833,0.3193641658044569,2
0,204881.18843313644,189720.53427565258,22939.406766942517,-7463,-16644,0.6139801740497163,0.5964428971628754,0.25725941565650334,1
0,271153.076521962,105523.75040415066,20631.943740867213,-12978,-15093,0.09602429733300855,0.10556478627401811,0.4274843605502877,4
1,192063.06118191592,251211.91296215914,15860.900338533014,-14287,-11358,0.45885008468052824,0.6553883991258957,0.689202109396301,2
0,231928.25642386026,158962.51709568148,11700.807156265228,-307,-15724,0.38273502253338765,0.9975267576497334,0.14886567032053954,3
1,156671.97588528632,370132.46879631345,20102.0998292282,-10802,-8501,0.6807749151119673,0.6752079828434349,0.8655339228772806,2
0,245767.65788787854,367803.245367634,23843.774084206147,-5411,-9920,0.7454448132811959,0.21055210068651264,0.6411222386683301,1
0,230058.42380898853,230524.76932125652,20782.071050594433,-10099,-12595,0.23809365206569788,0.1378595122386469,0.10737050322421748,1
1,269265.36025438557,597743.2520675674,33104.524163937225,-11782,-17845,0.1937148164719037,0.35638619007547256,0.023519589270460495,5
0,257076.83699555902,189682.90211401586,25638.19602084023,-4983,-19205,0.41951043252724785,0.1457651660920598,0.051357077341508184,2
1,247098.8498304917,282085.3398152739,19141.735282607668,-3914,-15398,0.2419873005028741,0.5696933032134284,0.09036840040744876,3
1,192126.6073073776,395874.3998834726,25906.23004877251,-7926,-16661,0.6766240071212141,0.7830984436454848,0.6435390776614515,3
0,219595.13816355745,433808.23406547424,20389.298227128627,-7389,-24473,0.5176976497628781,0.6581383466424418,0.9408565097912441,2
0,285080.7142761221,491636.4782314799,20361.542036181232,-7693,-20861,0.826977017931398,0.6171985406308872,0.13330344413132755,5
1,147834.03444777644,364274.4718489858,30370.910378488177,-6131,-9967,0.9812720422786743,0.4356064829376115,0.28433235011053315,5
1,149727.37770425074,457636.90511819953,12815.53697487585,-2901,-16749,0.3781078645204755,0.17272921643675387,0.8658507610402254,1
0,214514.51183602895,200233.77419580912,20186.477184439667,-4336,-7905,0.9119967174758128,0.6377796528704242,0.505673419432519,1
1,233222.37522123626,437712.2940525573,29517.680021196837,-10824,-20574,0.777172237154336,0.4193477662375523,0.42713268584350295,2
0,134071.48005887965,435709.37252345996,22471.924465399126,-11295,-7580,0.149123411505392,0.3054614770511347,0.4732311277366086,1
0,194018.99492693532,526933.0012130304,17047.576117049775,-4912,-10470,0.8359283071920051,0.6592862720641881,0.1011204186829372,1
1,192480.0980616972,50000.0,6350.721877006643,-5321,-18547,0.4815073123027359,0.37853604748391734,0.21958960432884966,5
0,22777.59075172234,163922.53265983993,2000.0,-9487,-14022,0.7091608712001926,0.16833035514254957,0.9620167198116965,1
1,182432.48085929922,423471.1454050953,36609.44951808598,-2421,-7209,0.702611604319699,0.48351357267510975,0.6434248103411782,1
1,187414.5733721227,50000.0,22468.09457000649,-8725,-13602,0.8859656039877216,0.28918274156079093,0.2862852303968495,2
1,187176.56457415846,373800.92606825253,15327.414887309904,-9962,-8230,0.7611647034498906,0.7334887278469845,0.9469776549163217,3
1,313273.14196618146,458970.6637397051,22795.655113038727,-6662,-23016,0.8246237381178919,0.047067142026986364,0.39749526724885786,3
0,102736.13611928998,213543.71286743402,12418.6068935732,-12109,-22056,0.3209119391372065,0.8528439490791178,0.14086396346811736,4
0,134030.19430363097,235471.4999832132,17350.38978082987,-4566,-24974,0.9731375259619967,0.4613462648933552,0.9653164558514888,4
1,20000.0,138879.39791401444,12472.47685605628,-1545,-19145,0.6615921620267838,0.01594383029588975,0.6659315629353488,1
1,161526.66670606873,221767.9320402895,8693.811323483966,-823,-10795,0.7736916444786661,0.1333624661430748,0.7528154707683014,4
0,168348.51566991993,226114.72470573636,3160.1204332966227,-8300,-7650,0.8588812855127081,0.9454404872165283,0.02251182972768717,1
1,159201.8258932595,197573.80883017177,7218.740862169327,-10965,-15239,0.12378321941089909,0.5370066673845142,0.2831454347861464,5
0,288614.1871587008,189348.27333232548,28170.30211149968,-7815,-17394,0.33641087448940077,0.768545335529428,0.9454276729059664,2
1,268849.40178695705,259349.28226674098,12104.944310319748,-13444,-8233,0.835935971486579,0.8827772139312652,0.15552550489836148,5
0,206228.53794138433,257534.35265158178,24279.136894423034,-4984,-14411,0.9219819911322603,0.32030537010763394,0.8734776998916844,5
1,170350.95571681103,581119.7849791585,27653.17911876171,-8569,-15330,0.7560934220528724,0.5469170205130082,0.7704679556151881,1
0,282095.1734485491,240872.22853244847,20132.63748165966,-13172,-23472,0.48230893155065824,0.6503239618804886,0.3785175202562212,2
0,198419.37121313188,351622.53242877877,17611.462301431435,-6800,-21136,0.2511222636061703,0.8415850985980077,0.8867230329336425,1
1,134538.39688652338,213467.55502855478,21064.18336422131,-4222,-12442,0.5250274899268101,0.42008938636548643,0.9227069185564959,5
0,62700.105801235884,211560.63362378144,16667.03706780709,-11580,-12428,0.39730022475158755,0.9517527795055014,0.8668668061899333,3
0,164694.8404883454,50000.0,29631.274096453042,-8928,-16074,0.8856307962923227,0.6071206831209011,0.40748009714355704,5
1,260371.4893738087,64295.06282833603,35012.27099315594,-1643,-12383,0.5672650091412709,0.8738723096747443,0.5871350527991224,3
0,382123.0951634472,118950.25805205005,31598.494642967642,-4352,-12557,0.39206635185584104,0.08335803367151062,0.30612900038304514,5
0,204928.82769515808,327554.5252140106,2787.494121811458,-3018,-23821,0.4984799205055612,0.46334233684482695,0.1299531756479897,3
0,138771.55879037565,461426.0482926878,16503.78592911909,-8257,-9971,0.9335675437232821,0.17916946447588533,0.9021119123991012,1
1,105202.78333726288,50000.0,20033.27311024925,-7596,-12515,0.6132584785313802,0.9118831287409629,0.9811564386524861,3
1,244156.39170444792,217638.47979767746,23704.463683380345,-7546,-21051,0.2289794001156329,0.2349873193534081,0.058586088561150884,4
1,58830.715809258516,94966.39359744775,6181.483698383616,-8250,-21175,0.5000775790396722,0.712980133714441,0.6877375338467407,5
0,244027.60811239106,260358.43587996752,6052.450717048276,-12837,-7756,0.46565823699424835,0.06286938445587809,0.9492486540723544,5
0,265416.928501033,461365.4240560726,30454.31799700314,-14389,-20419,0.3104042751065783,0.2008446408894926,0.6079177153891758,3
0,234902.35625862912,232967.6397588037,15527.045451121765,-2516,-24418,0.7362995117705929,0.3198524805110414,0.047095686300618445,5
1,182427.06624491542,292872.4541700455,8100.749292374143,-6947,-24435,0.2682869494507928,0.7818733228364572,0.014913822687912415,5
0,245195.25228374515,518284.2594588471,11170.873538216314,-7012,-20891,0.49254899496220583,0.25116677508367624,0.5041023997582642,5
0,213675.069690264,368685.13957618637,23123.79714649772,-6064,-13708,0.44104670293506754,0.8168843929582152,0.9399450082104861,5
1,137750.09265115266,185986.2216274797,13419.618508292027,-8813,-16788,0.4668626672457824,0.7886107640696763,0.2788655970253009,2
1,348032.98579000204,323837.2928753588,21933.0051374724,-1626,-11829,0.5667755574737734,0.9922033456510803,0.35032623951457476,3
1,171865.64963115868,175867.64828965638,12170.18109802797,-7951,-20823,0.6832972660575979,0.6771404896227414,0.7959940946863041,1
0,262060.18403599274,363072.3019104,6046.398980927837,-7484,-20852,0.14299984268575694,0.6374376255622595,0.8016617030169488,1
1,20000.0,377301.0231109139,31395.041305770595,-7030,-17724,0.2883251017038302,0.6015359189566184,0.9436390281376548,5
1,302117.67062247434,94926.0449252321,23185.519290311804,-12640,-10735,0.7728367672295637,0.10961913819727986,0.838671888322759,2
0,317501.09957236657,326272.41260786605,17329.99311009507,-12400,-15948,0.9077453523866194,0.5132221406002868,0.5939210600419571,3
1,202386.70297013107,282364.01130061207,15829.106226547125,-12300,-11284,0.04465698603752266,0.8514828861336198,0.9387546002316552,2
1,244701.6827790207,381701.6095758168,31719.20295260188,-11189,-23314,0.07336557510105324,0.020856800474586046,0.6144180746409693,5
0,244681.21452860502,424702.05765287,24732.2403642298,-12602,-17625,0.933829680863283,0.12665511903358362,0.6015791671884556,5
1,148577.31442874204,371617.44061869074,29174.504253086074,-11639,-17127,0.14794089458643578,0.6005492625854052,0.015502540725377933,4
1,243769.78443514722,254520.99699303714,15330.4585800864,-922,-23772,0.9792891305371082,0.8470158537946455,0.4554572109936815,5
1,135309.56241019556,439999.5031296001,20405.332321436625,-9590,-19345,0.8282221317939328,0.30733176188323463,0.04295117775196666,3
1,151299.44610837393,169040.5835534623,23217.591327972255,-3100,-19957,0.12070442644765578,0.8714782415395697,0.8987695645180177,1
1,290155.4514569839,101921.7009945751,15599.44712548927,-9102,-16800,0.10252505322306438,0.3375266222862875,0.010470612891250397,4
1,277972.6152560162,50000.0,19235.74312797088,-2629,-22023,0.9772969298648742,0.4654583775761383,0.3070019022311411,1
0,143489.9598307366,289478.85723942675,15331.117280933999,-3704,-20147,0.2548227996822684,0.9530306671347786,0.9950666241850902,3
1,141313.89251991676,176768.03407598473,23192.473580017737,-2394,-7742,0.5386672016556183,0.41759208732901953,0.795065031045706,5
1,148352.27180338622,359663.17141130264,9428.846689195356,-10675,-22426,0.2362357031699971,0.599481256039293,0.7576690514427274,1
1,258611.16531723927,50000.0,24575.760153976466,-13566,-10281,0.6006745131307138,0.9354657043658854,0.7128807265233112,3
0,120001.21753516824,202923.217365075,22485.705613943286,-10379,-15229,0.8400285439110201,0.2643821741076354,0.051240521868622046,4
0,228537.0111228762,370540.4858796728,18373.531771941423,-4468,-23590,0.6569091863977772,0.09193593006670397,0.28819965824367166,4
1,259747.74485074356,145524.57804765293,23596.13716521667,-5187,-17785,0.046616658944641065,0.9580298718370801,0.7984534046530603,3
1,192940.36397655198,361388.5122919293,17080.476290136183,-4435,-15758,0.5951893436337499,0.5598296029228762,0.8955519443557134,2
1,280805.0957491942,216446.61073979392,14638.954069381707,-99,-20010,0.6610166345999664,0.9658405376432017,0.3500559587159522,2
0,175655.18644081661,295078.75353300036,24349.809238309426,-11628,-20197,0.20089800128114688,0.8667446230440903,0.25941623929411406,1
0,182891.55192048685,389273.70096252835,24696.112041234977,-8338,-12182,0.762117900740794,0.5946265058060779,0.23589533465987567,4
1,121820.30150945148,442919.55346729694,15941.838089527726,-7641,-24422,0.6268933696292283,0.4713406738293764,0.5480638870993205,2
0,281374.18780961644,313873.8616980911,15255.581662055534,-12762,-8292,0.009547177034054277,0.4802502276242122,0.29148683973238276,4
1,138678.36424169037,177898.4557681883,18536.21212991635,-5064,-19199,0.9505550730200033,0.16601649552148212,0.02133679220599649,1
0,227981.74541720474,231294.1706430525,15583.95477748786,-14267,-18131,0.4455795903593781,0.45356201778233984,0.39074988632881247,2
0,194294.7146299252,395543.3044630437,32200.95287905815,-1540,-22704,0.23237895801613873,0.8217319490404172,0.5537334995052945,2
1,115777.354951067,146811.962477609,22531.80571355365,-13675,-9144,0.08619774191684515,0.9887882154081938,0.6342430608903997,4
0,151271.74849413434,273290.01050396916,20116.80186837772,-13344,-20991,0.3744289396013216,0.9603420638912599,0.3429547129299222,1
1,310629.7791232587,242117.38524577877,12538.200210487768,-12397,-10533,0.307769111051572,0.9621785904982478,0.31389204441476715,3
1,216132.60341075843,284495.7325021553,25911.915576293126,-1618,-19123,0.2979531414947808,0.01901088800422812,0.28387675062004103,3
1,119267.97269065265,148607.62061259343,15107.160800444679,-2078,-24430,0.7932011413250852,0.5157720574237096,0.6233253821471302,2
0,224426.26298789534,50000.0,14778.021511351679,-1164,-17640,0.6459211555013719,0.20013111559974062,0.2836253476467633,4
